	id_tweet	text	no	none	si
276	1063784538118283264	Que practica la retrógrada alterar una marcha pacífica y justa como la de los estudiantes. El estado no puede reprimir de esta forma al pueblo. #ApoyoLaMarchaEstudiantil #GraciasEstudiantes https://t.co/iUar3hnCqg	3	0	0
277	1068306881515528192	Recordar es reírse como subnormal en TransMilenio 🤭🤭	3	0	0
278	1050519526939484167	XI de la @FCFSeleccionCol para el choque amistoso ante los Estados Unidos https://t.co/b7zBA0kDWY	3	0	0
279	1058826020600467456	Sabemos que tienes frío y con @hanashisushi tienes dos opciones para subir la #temperatura del #sabado ..1- visita tu #hanashisushi preferido y caliéntate ordenando tus #makis… https://t.co/BoZVfx85fA	3	0	0
280	1059794664222613504	Transmilenio trae las tecnologías que en Europa ya es chatarra. Y con eso creen que nos van a abrir los ojos	3	0	0
282	1070742978875002880	Por falta de permisos, no habrá concierto durante marchas ... :...https://t.co/xCAvhePZq2	3	0	0
283	1060665310687252481	Que trsiteza  que los colombianos  no puedan hacer una marcha sin e bandalismo por delante ... Hay que entender que son seres humanos  los que estan debajo de todo esos uniformes . https://t.co/HDHrcnxXhd	3	0	0
286	1059795424205307904	"""""""El """"""""iluminado"""""""" Motta Domínguez ahora prevé fallas eléctricas en el Zulia por fuertes lluvias https://t.co/mJSrCRE4p6"""""""	3	0	0
287	1062180202829303808	@LuisMfc15 @rcnradio le recuerdo que a la Paz nos opusimos millones, pero como el hampon Santos ya habia prometido la paz a sus camaradas pasó por encima del resultado del plebiscito...  pero le vuelvo a preguntar...  cuanto tiempo hubo marchas o paros semanales y vez por semana durante mucho tiempo?	3	0	0
289	1070352387729211395	Con este clima queda a la perfección una cerveza bien fría	3	0	0
291	1064902394155286530	@KpitalinoDC @DrBanner84 @NoriegaMarta @TransMilenio @SectorMovilidad Cada cual defiende su punto. Yo vivo contento con mi carro y mi moto. Nadie puede jamás decir que un bus será más cómodo que un carro, nunca! Que son más lentos? Si, pero yo prefiero vivir dos horas dentro de mi carro que media hora dentro de un Bus.	3	0	0
292	1047506837472468993	@TransMilenio @SeguridadBOG @PoliciaBogota @JGarciaG1 @Bogota @EnriquePenalosa @integracionbta @CulturaenBta @SectorMovilidad @idubogota La solución es la deportación o en su caso la limpieza social	3	0	0
293	1048918126837096449	por último y no final, esos fundamentalistas de la libertad, deberán aceptar las consecuencias de la futura legalización del cultivo, procesamiento y tráfico... es carente de lógica que se defienda el consumo, sin defender el narcotráfico...eso es lo que están haciendo	3	0	0
294	1056616838669451266	Las tarifas reducidas de Transmilenio por Petro no afectaron a Bogotá: Procuraduría - https://t.co/WmVrBqKF4D https://t.co/g1OcvgZman	3	0	0
296	1060806144707514368	Estadofallido1 Digamelicnciado MilenittaBonitt Buen día. Continuamos con la misma afectación. https://t.co/TzBKO15NXT https://t.co/iQTr7QEOyh https://t.co/lZIiYa0jRg	3	0	0
297	1068926476408496128	El Comité Intergubernamental que se reúne anualmente para declarar las nuevas manifestaciones como Patrimonio Cultural Inmaterial del mundo, hace parte de la Convención de 2003 de la @UNESCO, Colombia será sede del próximo Comité.#ColombiaSedeUnesco2019 #PatrimonioInmaterial https://t.co/SwwGCtTSgZ	3	0	0
298	1050107016935563264	Esta es la marcha por la educación, los que defienden la #UniversidadPublica ... pelan el cobre, llenos de vandalismo. https://t.co/Z8qiVLw9OC	3	0	0
299	1063503157148434432	#LaRevoluciónDeLosColegios de @Educacionbogota y @Bogota sigue en marcha, aquí los avances del colegio volcán de la pradera en Bosa, diseños Innovadores para mejorar los ambientes de aprendizaje para 1100 estudiantes  @JorgeCelisG @puentesclau @CarlitosReveron @raulobuitrago https://t.co/lWFSe2k6cZ	3	0	0
301	1054718403968188416	@CarlosCarrilloA @TransMilenio @EnriquePenalosa Pero este man que piensa de la vida ? Y la seguridad del sistema ? Yo personalmente no creo que un señor de estrato alto se suba a transmilenio y se aguante en cada estación a alguien diferente ofreciéndole dulces ! El alcalde debe trabajar en temas de equidad social !	3	0	0
302	1053333826695507968	@Bogota @IvanDuque @EnriquePenalosa Por favor ir al barrio Modelia que esta llena de huecos hace 20 años ... gracias	3	0	0
303	1064355765522243584	@NoticiasCaracol Según Morales Blueradio  su cuñado y Maria Isabel de  la W  familiar de los de Saludcoop, los culpables, son los estudiantes por sus marchas que le dañaron la imagen a Duque eso solo lo cree Mickey y Disney	3	0	0
304	1052545534051774464	@Re_zorro @BluRadioCo @AurelioSuarez otro resentido masmas pluralidad de tendencias políticas que blu, ninguna, lo que sucede es que es tan mezquina la marcha y las exigencias que hasta en la mesa de #MananasBLU no ven coherencia .....excluyendo al izquierdoso de Aurelio, él con tal de hacer oposición dice lo sea	3	0	0
305	1057047427184701440	Manifestaciones y accidentes complican movilidad en la tarde de este lunes en Bogotá.https://t.co/lttJWxAVrb https://t.co/gaRAfXNowt	3	0	0
307	1066113808123473920	Lindo recibimiento de Bogotá con su lluvia 🙄	3	0	0
308	1063182924441415680	@TransMilenio Le recuerdo inmundo sistema...#ManifestaciónPacífica https://t.co/txPRKTfF8E	3	0	0
309	1054358744556036097	@MarymatParra @BluRadioCo @NicolasUribe Eso no les da derecho a atacar a los soldados. Y justificar a los cocaleros es como justificar a los que venden celulares robados o se colan en Transmilenio: puras excusas para cometer delitos.	3	0	0
310	1048202794912636928	@LocutorCo @luiscollado Me lo temia. @LocutorCo en un par de meses llegara la OLA de SEO(s) haciendo contenido en audio y ganando trafico en Google con podcast.	3	0	0
311	1050194765747240960	@Martabeltranj @TransMilenio @Bogota Cada día el servicio es peor	3	0	0
312	1050113876493254656	Más de 40.000 personas han llegado al centro de Bogotá en decenas de manifestaciones en defensa de la educación pública #LaEsperanzaEsLaEducación https://t.co/MmUA4JcUoz	3	0	0
315	1071084322768211970	Tráfico en Autopista Sur &gt; Oriente #traficobogota se retardará 22m más de lo normal hoy https://t.co/moHLMdsqt5 https://t.co/IwwPmvp81L	3	0	0
317	1076220971613413378	Ruta SITP 496 Bosa - Paloquemao Servicio Urbano - subete al #SITP https://t.co/wx0iawAvFt	3	0	0
318	1079043595179421696	que hueco tan tragon de vergas Video Completo en https://t.co/UBOLe43vJf https://t.co/xCFAU8FDP7	3	0	0
319	1063470821568667649	"""""""@NataliaParraOso @neopolitanos @JuanDiegoSoyYo @martinemeromero @ElTransfoORG @TransMilenio @pineda0ruiz @MaFeRojas @LuisErnestoGL @yanbra23 """"""""Minutos Minutos"""""""" -&gt; A lo que nunca pensé que iba a llegarhttps://t.co/FYXClQIjJk"""""""	3	0	0
320	1048066859063492608	Estoy harto de viajar en esos buses de mierda de Transmilenio.	3	0	0
321	1060512923418849281	Los retos en materia de infraestructura para Colombia son mayúsculos y complejos, revela el informa de @rcnradio sobre la #ViaAlLlano: geografía, lluvias, uso del suelo, falencias en la ingeniería nacional, falta de experiencia y ¿corrupción?	3	0	0
323	1054043390302674946	Cuando te convierta en un portal de TransMilenio esto no va a pasar. https://t.co/jE4F6lFHSM	3	0	0
324	1063202887126474753	#ATENCIÓN Transmilenio informó que todas las estaciones y portales retomaron la prestación de sus servicios. https://t.co/GBj3Uggxdd	3	0	0
326	1061332587065548800	Apareció Juan Diego, estudiante a quien su madre le iba a dar correa por estar en las marchas https://t.co/D93FeS6ZbU #MePasoALaFM	3	0	0
328	1058408088657686536	@senormuertos @smilelalis Porque no contribuyen los congresistas los ministros y él presidente,ellos deben tapar él supuesto hueco,y aquellos que se creen ricos que se metan la mano al bolsillo	3	0	0
329	1057745647435218948	Se reunieron los estudiantes de la Facultad de Ingenieria para hacer sus pancartas para la Marcha Zombie.#MovilizaciónZombieDB https://t.co/DBjFUy1GEI	3	0	0
330	1059840366243913728	#Noticias De los 1.133 buses que fueron adjudicados en la licitación para el cambio de flota de las fases I y II de TransMilenio, 672 tendrán tecnología diésel Euro V (59 por ciento), 461 serán de gas natural Euro VI (41 por ciento) y ninguno eléctrico. https://t.co/ZANdXX3gpw	3	0	0
331	1050859451350220800	Cuando en Transmilenio un chico guapo te dice:- tan linda y con esa mirada tan triste  💔	3	0	0
332	1067893053464215552	Qué tal estos hptas!1. Fijo lo cogieron colándose 2. Se marcha por la educación de ese niño.3. Si hay educación no habrán más bendiciones. Váyanse a la mierda. @TransMilenio Me altere.🤭 https://t.co/GHCnDvtd7z	3	0	0
334	1050095692973260806	Se van a ir de culo cuando se enteren que lo que hacen con los trapos es tratar de captar la atención de la gente que está fuera de la marcha.	3	0	0
335	1050108339160530944	@NoticiasRCN @rcnradio Para eso usan las marchas. Para dañar la ciudad y los bienes privados.	3	0	0
336	1076480775560839169	Ahora @petrogustavo convoca una marcha para exigir la identidad del Francotirador que acabo con su camarada. Y de la Tula que? https://t.co/QQBxMiLTRB	3	0	0
337	1050430223551000576	"""""""Claro que oportunista @petrogustavo por salir a acompañar una marcha por la educación, mientras @IvanDuque ignoraba lo que pasaba y seguía con su show y montaje y ni hablar del """"""""educador"""""""" @sergio_fajardo que ignoró a los estudiantes y profesores. Que cosas no?"""""""	3	0	0
340	1052161573316382720	@CarlosCarrilloA @dhidalgo65 @nicolasAmon @ClaudiaLopez @MetroBogota @TransMilenio Carlos cómo puede mentir de esa manera, si eso fuera cierto el proyecto tendría una relación costo/beneficio negativa, no habría pasado la etapa de prefactibilidad y ningún Banco hubiese prestado plata para financiarlo, la capacidad de este metro es 72.000 phs. https://t.co/mnUSVOuY9d	3	0	0
342	1063212677290475520	@TransMilenio Por favor, hay servicio desde la estación de Las aguas a Alcalá?	3	0	0
343	1066115599158444032	@ColombiaUribist @jujitos Esa tumbada del IVA por parte del Centro Democrático es lo que no le gusta a Robledo, ahora tiene que buscar otro pretexto  para la marcha del 28!Vamos a ver qué se le ocurre!!!!!	3	0	0
344	1057800920069820416	Inepto gerente #Kike @EnriquePenalosa . La solidaridad siempre con quienes tienen el valor de manifestarse por una mejor y verdadera educación de calidad, no como la suya que es una completa mentira. Para evitar más Peñalosas, MÁS manifestaciones. https://t.co/M4ffsp9zB7	3	0	0
346	1074768250523783173	.#Bogota: Bogotá: bus del SITP se incendió en la avenida 68  https://t.co/OkXy5MiokC https://t.co/l6imnJMwcD #BogotaCity	3	0	0
347	1057016177728372736	@AlvaroUribeVel @jairbolsonaro Démosle una oportunidad a Bolsonaro de mostrarle al mundo su verdadero talante y de sacar a Brasil de hueco en que lo dejó la izquierda.	3	0	0
348	1052974042909724672	#CityNoticiasMD Actos vandálicos durante marchas estudiantiles. Dos personas fueron capturadas por agredir a uniformados. Autoridades afirman que no permitirán que los manifestantes utilicen la Plaza de Bolívar para acampar ni dormir. https://t.co/YpSHss2V2B	3	0	0
349	1067836610358710272	Ayyy Colombia.Usted por qué marcha? https://t.co/GTdOIg9gRW	3	0	0
350	1052455170460844032	#TMahora (11:04 p.m.⏰) Después de movilizar a más dos millones de usuarios🙋‍♀️🙋‍♂️, en este momento finaliza nuestra operación en estaciones y portales ✅👏 Gracias por permitirnos llevarte a tu destino, te deseamos un feliz descanso 💤 … https://t.co/iQTr7QEOyh https://t.co/CyHfGMwvSQ	3	0	0
351	1048251699981422592	@AlvaroUribeVel Jajajaja usted hablando de marchas contra la criminalidad, no nos haga reir, porque la marcha sería contra usted, honorable HP	3	0	0
352	1067762542016192513	'Spider-Man: Un nuevo universo': La secuela y un spin-off ya están en marcha https://t.co/cRngwLzHL2 vía @ecartelera	3	0	0
353	1063103135705640961	#SeMarchaPor ¿Vio que pasó algo en las marchas de Bogotá? Envíe sus fotos y videos aquí ► https://t.co/CGBxW7eG6M	3	0	0
356	1072163046368440320	Licitación de patio de las Américas de Transmilenio será estudiada por la Procuraduría https://t.co/oG4epSaRTb	3	0	0
357	1046842717865676800	🌧⛈ De acuerdo al sistema de alerta de Bogotá IDIGER, se reportan lluvias en la mayor parte de la ciudad.Recuerda que la lluvia puede restarle visibilidad. Conduce con precaución.https://t.co/pjbFmE1PDs https://t.co/404zrbZx2O	3	0	0
361	1066436706935672833	📢#Atención: debido a la fuerte lluvia 🌧 que cae a esta hora en Bogotá, se reportan fallas en más de 50 intersecciones semafóricas. Se traslada novedad a @TransitoBta para minimizar la afectación a la movilidad.Trabajamos por solucionar el problema lo más pronto. https://t.co/rrzCXhb6GL	3	0	0
363	1067072063096139776	En un día lluvioso y frio, no necesitas salir de tu auto para abrir la puerta del garaje. Nuestro dispositivo #KeyFob #FIBARO te permitirá administrar fácilmente tu #hogar.#lluvia #frio #automóvil #apertura #garaje #facilidad #control #administración https://t.co/aFvDXDBbWk	3	0	0
364	1061341255098122240	@Toto_Vega @TransMilenio Tal cual, querido amigo	3	0	0
365	1066365594545532928	Ayer viernes, LaPereira participó en el desfile organizado por la escuela de modelos de Jeanette Models, cálido ambiente de trabajo, modelos super profesionales, el groso del make up Kike Sandoval y su... https://t.co/0uiheIaJRn	3	0	0
367	1050174311510740992	Ruta 37 El Palmar ↔ Unicentro de Fontibon a Norte (con mapas) - subete al #SITP https://t.co/M9PHFzlQn2	3	0	0
368	1064488746236678145	@JuanMiguelDuran @EnriquePenalosa @TransMilenio Más @TransMilenio (negocio familiar del corrupto @enriquepenalosa y un @MetroBogota «elevado» sin estudios... y lo peor es que un gobierno que tiene el país en su peor momento, avala la Corrupción de éste alcalde.	3	0	0
369	1071222235678040069	@AlejoGG Después las camisetas llenas de huecos 🙊🙊	3	0	0
370	1062993705446096896	¿Acaso DC diseño el traje perfecto de Batman por accidente? https://t.co/abAZ7Zuo4E https://t.co/Hm3jXMj0Gf	3	0	0
371	1072538439839563776	La Gerente de @TransMilenio sostiene que el sistema cuenta con una tarifa diferenciada para la población con discapacidad, generando espacios y atenciones preferenciales y garantizando la protección de sus derechos. https://t.co/osrpsoclb3	3	0	0
373	1076568131894763520	Ruta 16 Portal Usme ↔ Portal Americas de Sur a Kennedy (con mapas) - subete al #SITP https://t.co/KTKTSOt4fY	3	0	0
374	1063919988669591552	👉 Conoce el pronóstico del tiempo para esta noche y madrugada en #Bogotá @IDEAMColombia 🌙https://t.co/dAbaDM72zg https://t.co/KxsBr9LED1	3	0	0
375	1058099239597813764	Ahora 100 Pesos más el costo del pasaje en SITP provisional 🖕	3	0	0
376	1070304574773358593	@TransMilenio el peor servicio del mundo. 2200 pesos. Alimentadores que pasan cuando les da la gana. 20 minutos de espera para que pase un bus en hora pico. El peor servicio del mundo.	3	0	0
377	1053138967862874112	@LauManiac @Sir_AlexCastro Pero quién sabe a que hora pico, tomar un transmilenio en ese portal a las 6 pm para Soacha, el 20 de Julio o El Norte es misión imposible.	3	0	0
378	1061410393237741570	@azafata33 @HOLLMANMORRIS Y quién lo dice?? Usted una cuenta fake? O un colombiano promedio con síndrome de doña florinda fiel televidente de rcn o caraco? Me imagino q usted será un gran acaudalado estudiante o egresado de los Andes para desconocer las causas de la manifestación por la educación pública	3	0	0
379	1047108221700325376	No hay nada que me parezca más fastidioso y desesperante que una mujer maquillándose en el Transmilenio, y más si va al lado mío.En serio que me chocan sus codazos y maromas para maquillarse, mientras tienen tres maletas grandes en las piernas.	3	0	0
380	1062453635592998913	Lo dice @dw_espanol, amigos @EnriquePenalosa @TransMilenio @SectorMovilidad @Ambientebogota @MinAmbienteCo ¿También son unos mentirosos DeutchEnmermelados? https://t.co/5B0pbcqB0Y	3	0	0
381	1052340992345604096	@DadepBogota @EnriquePenalosa @Walk21Bogota @TransMilenio @JBotanicoBogota @idubogota @SectorMovilidad @Bogota @BogotaParticipa @nadimeyaver @GobiernoBTA Y recortar un espacio peatonal como el parque nacional para vender buses.	3	0	0
382	1047550161315123200	@siempreisla Igual escucho la Marcha para la ceremonia de los turcos y me levanto	3	0	0
384	1077925431368663040	#ClimaMañana: Tiempo nublado en Bogotá Mañana. Temperatura Máxima 21C y mínima 7C.	3	0	0
385	1064311861879934977	@OrlandoTorres18 @MD_Awkward @MafeCarrascal @IvanDuque @EnriquePenalosa Créame que todos los estudiantes entendemos y somos conscientes que podemos entorpecer la movilidad de transmilenio y las vías, pero es que todos los días la ciudad colapsa en  movilidad y ni hablar de lo fácil que colapasa transmilenio casi a diario--&gt;	3	0	0
387	1067768943035760640	Siga el minuto a minuto de las protestas de este miércoles en Cali ► https://t.co/KvqpbWe8DN https://t.co/Idq6q3Y5MK	3	0	0
388	1057638456300654592	"""""""@MiguelPoloP Gravar la canasta familiar es anticonstitucional, mucho más en un país donde hay gente que se muere de hambre y más aún si es con la excusa de tapar """"""""huecos fiscales"""""""" y al mismo tiempo bajarle impuestos a las grandes empresas."""""""	3	0	0
389	1049782553002037249	#LovemeTIPS: Para estos días de lluvia evita perder el tiempo con el secador y pon en practica la cola de caballo que esta de moda, puedes agregarle una pañoleta y estarás lista para el trabajo o la U. https://t.co/ywwWaSQ286	3	0	0
390	1067862131578732545	@verovalencia9 Ahora van a decir los manifestantes que el Presidente contrató chamanes para dañar las marchas 🤣🤣🤣🤣🤣	3	0	0
391	1072143279695769600	@manolitosalazar Jaja en serio el de la septima no lo respetan el de la primera de mayo ya despues de la boyaca invadido por taxistas montallantas y demas y transito sirve para un carajo ni uno se ve pero si detras de las gruas por que es mas NEGOCIO	3	0	0
392	1069801152152256512	Increíble que un bus de @TransMilenio se halla varado en plena vía calle 22 con Caracas y no halla un solo policía, generando robos en ventanas de los buses, donde está el ESMAD, ni un solo hpta para correr los ampones 😡😡😡	3	0	0
394	1054142168615530496	Cuando un policía agarra a un colado en Transmilenio, la vidaaaa es color de rosaaa.	3	0	0
395	1060759713585999874	"""""""@IvanDuque La """"""""solidaridad"""""""" que le expresa al pueblo:¿es con su reforma en el IVA?, ¿es haciendo caso omiso a las peticiones del movimiento estudiantil vandalizando toda la marcha?, ¿o es posando con Maluma?."""""""	3	0	0
396	1050239213298470912	La marcha iba tomando cada vez mas fuerza..#MarchaPorLaEducacion #SOSEducacionPublica #LaEsperanzaEsLaEducacion #UniversidadPública #UniversidadPublicaResiste #EducaciónNuestroDerecho… https://t.co/0mRzLe0Aij	3	0	0
397	1068541693996220416	Hurto calificado Secretaria de Movilidad. Tarjetas de Transmilenio se pueden recargar pero no usar, y no tienen garantia calidad	3	0	0
398	1050147315074420739	"""""""@cecollm @HernanArizaG @josuenacionalis @alfredohnc @haydeeqa @1QueCuenta La marcha era contra el vicepresidente d(is)-u-que (según usted) y fue organizada por Petro.Entonces su amado """"""""presidiente eterno"""""""" lo tenemos entre ojos y su partido político, téngase de atrás porque (según usted indirectamente acepta) Petro será presidente de Colombia en 2022."""""""	3	0	0
399	1054433453964451840	En #CapitalNoticias le contamos cómo será la megaobra de TransMilenio por la Séptima → https://t.co/pi5aMUvWNv	3	0	0
400	1047466689384857602	"""""""""""""""Un llamado para que se le preste atención a este tema, como va Transmilenio, va a colapsar"""""""": @VargasSilvaMV #LaSeñalDeLaMañana"""""""	3	0	0
401	1070117713803132930	@JERobledo Bien dicho, un atropello inaceptable, no hay garantías, ni siquiera las estipuladas por ley	3	0	0
403	1074413066769575939	No se si mi mamá no me quiere dar cantaleta por ese hueco o en serio no se ha dado cuenta :vv	3	0	0
404	1078712401657319424	Estamos #AtentosConElClima y tomando medidas para mitigar riesgos, como el Incentivo al Seguro Agropecuario - ISA, con el que se subsidia hasta el 90% de la prima de la póliza del seguro. Visite https://t.co/Iip7IuOxPQ y conozca más. https://t.co/QNc3tpHafj	3	0	0
405	1070515060630528000	Llego Diciembre y su tráfico de mierda.	3	0	0
407	1055808405380755456	@_SebasabeS_ No es por salarte, pero ojalá no te toque clima bogotano tradicional ahora que vayas.	3	0	0
408	1064634318591614977	"""""""Lunes de sol y de lluvia, lunes de #blues on @8tracks: """"""""335"""""""" at ♫ https://t.co/4qAmaKE28B"""""""	3	0	0
409	1053460302195552262	📢#Atención: marcha de estudiantes ocupa el centro de Bogotá, la carrera 7 desde la calle 32 hacia el sur y la carrera 10 con calle 20, afectadas por el evento. https://t.co/oVGvbr2j4J	3	0	0
410	1062111790178488320	Vuelve y juega, de violinista en transmilenio https://t.co/BY9hzhxPj2	3	0	0
411	1073376530674446337	Esta ciudad siempre un caos con ese tráfico 🙄	3	0	0
412	1060684961592852482	Qué Justicia las marchas, pero qué Injusticia no poder llegar a la casa🙃	3	0	0
413	1067879813636071424	@paoguerreroi @petrogustavo Una marcha por sus fajitos	3	0	0
416	1061271019674066946	Boca Juniors y River Plate, a la expectativa del estado de La Bombonera por fuertes lluvias https://t.co/FNOGstsFnL https://t.co/6ec5mKinH3	3	0	0
417	1058541595006586882	@will_whitenoise @ledamadu @Juan_Florez @EnriquePenalosa @TransMilenio Todavía queda el Lote 1 Américas que no se adjudico, si eléctricos son inteligentes pueden estructurar una licitación real que de verdad sea competitiva.Fallaron en dos cosas:1 Garantías bancarias.2 Económicamente menos rentables que el Gas.Si mejoran esto seguro ganan Lote 1	3	0	0
419	1054482094598942720	Lluvias afectan vías de 6 departamentos del país https://t.co/KxLt66mJ9F	3	0	0
421	1071795323847225346	No solo las marchas lo sabotean, ellos también. @TransMilenio Bus de Transmilenio varado les dañó la noche de velitas a centenares de usuarios https://t.co/4v3rl6DVWo	3	0	0
422	1049832059756302336	La verdadera pregunta para la marcha de mañana es: ¿En qué carajos voy a llegar a la universidad?	3	0	0
423	1064519042852143104	#Regiones En el Tolima, la @ansvcol incluyó a Ibagué en un plan piloto, con el fin de reducir los índices de accidentalidad. Hoy llegan 50 policías de tránsito que reforzarán los controles de movilidad en esa ciudad #LaSeñalDeLaMañana	3	0	0
424	1072927884656939008	Al estilo Rápido y furioso hombre al volante trata de evitar un accidente https://t.co/r08cmgsxkq	3	0	0
426	1054424992748847104	@diegolineros @TransMilenio El TM se conecta bien con el aeropuerto. Uso frecuentemente el bus M/K86. 45 minutos desde Chapinero y me cuesta menos que $1USD. 👍🏻	3	0	0
428	1054493831398416384	- Y que tan incluyente es el transporte público en tu ciudad?- Pues de lo peor, no le interesan las personas con discapacidad, tercera edad o que se les dificulte por diversos factores el acceder a él. @sitpbogota @TransMilenio https://t.co/KfhleFCFrn	3	0	0
429	1048603900075560961	Ruta 136 El Carmen ↔ 7 de Agosto de Fontibon a 7 de Agosto (con mapas) - subete al #SITP https://t.co/0UTNFHMgeU	3	0	0
430	1058289546054524928	Gobierno pone en marcha paquete de ayudas para ganaderos afectados por aftosa https://t.co/bwWCOMHD6R	3	0	0
431	1059075056960262144	#Soacha en #GobernadorEnCasaTV Esta noche un debate que toca a los soachunos, logros y fracasos en la movilidad 🚗@EleazarGonCasas @JorgeEmilioRey @CanalTreceCO @gobencasatv @TransMilenio @SectorMovilidad @EnriquePenalosa @MinTransporteCo https://t.co/Gv738uOdUi	3	0	0
432	1063290011217522688	Otro complicado en la Santa Fe! Es muy grave contaminación en la séptima tanto por partículas como por gases tóxicos. Se agrava por la lluvia que origina compuestos cortosivos que destruyen los alveolos https://t.co/4SD95bBGC7	3	0	0
433	1049794594735628288	Cuando mis amigos de la u dicen que mañana van a marchar, yo me pregunto si durante la marcha van a estudiar para el parcial de Investigación de Operaciones y de Gestión de Mercadeo 🧐🧐	3	0	0
436	1079205969714966528	@EnriquePenalosa hoy fue el peor diaen @transmilenio por falta de buses en el portal americas b14 , ya llegando a mi destino habian muchachos trabados y bujscando que bus robar y otros robando como si nada, me pregunto donde esta la @PoliciaBogota ya que un auxiliar no puede solo	3	0	0
437	1057730865650900992	@JOHISQUIJANO @BluRadioCo @TransMilenio Hola, al momento no hay un recorrido establecido por las universidades, por lo que nos mantendremos alertas. Consulta nuestra cuenta @BogotaTransito para que te mantengas al tanto de la situación en caso de marchas. feliz día.	3	0	0
439	1074378749314023431	.#Bogota: Temperatura a esta hora en #BogotaCity 20°C	3	0	0
440	1065067499044159490	@IngJohnVecino @argiro1961 @duvanedo @carosle @natiibedoya @CRoldanV1 @A_La_Diestra @EIExpedienteCol @paoguerreroi @C88Caesar @_El_Patriota Entonces es ciego, lo que hubo con santos fue marchas y no solo de estudiantes. Ya deberían cambiar de discurso que ese argumento se cae solito.	3	0	0
441	1054713837688107008	Doña Inis: Cuando alguien que estimamos y de repente sin esperar se marcha al encuentro con Dios, nos llena de tristeza pero también de fortaleza de saber que hoy descansa en paz......	3	0	0
442	1062696257343447040	@Oscarrb @isabel_rosero @dw_espanol @MiguelUribeT @luciabastidasu @EnriquePenalosa @Bocarejo_JP @SectorSalud @TransMilenio Jajajajaja defiende a Peñalosa. Voto por Duque y usa lenguaje vulgar, confirmado la respuesta es la 2.	3	0	0
443	1048544992015388674	@TransMilenio @CanalCapital @EnriquePenalosa @SectorMovilidad @BogotaTransito @Bogota @JGarciaG1 @Bocarejo_JP @luciabastidasu @Jorgebta Por qué no están ahí, Samuel Moreno y los Nule? Lo que ellos hicieron no afecto la economía del sistema?	3	0	0
444	1063931338015813632	@eramiren1986 Y no permitir marchas por barrios residenciales cll 100 al norte Quieren llegar a Unicentro a que ?ya iba. Cll 106 con Av 15	3	0	0
445	1057599554651152386	25 muertos entre ellos autoridades tras choque de helicóptero en Afganistán https://t.co/D7DwS8pzog https://t.co/ebmir4vtn5	3	0	0
447	1064523746382356480	Con marcha de la Indignación protestan San Andrés por abandono del Gobierno  https://t.co/b37C5wAv4A vía @rcnradio	3	0	0
449	1047479065647542273	@Jorgebta @TransMilenio Hay que dejar de verlo como pérdida. La situación no es de poca monta. El pasaje es caro. Y para producir, sí o sí, las empresas que con sus impuestos mantienen esto necesitan que la gente llegue a tiempo y descansada. Con el precio del pasaje eso no va a mejorar.	3	0	0
450	1077583304050774023	@SectorMovilidad @PoliciaColombia @Citytv Borracho en la subida de la conejera av suba cota con 170 se choco con sitp... https://t.co/TiHMLJZMJg	3	0	0
452	1074091350394658818	Será por los buses cancerígenos movidos por diesel y gas, que además son articulados, cuyo desgaste de llantas es aún más cancerígeno. Eso sin contar fracking, glifosfato, destrucción de humedades y reservas, tala de bosques, transmilenio por la séptima, Hidroituango,  etc. https://t.co/ChVgKOUmhO	3	0	0
453	1062838117671960576	17:38 🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:UsaquénSubaEngativaKennedyCiudad BolívarRecuerda conduce con precaución. https://t.co/mC5GO3Xy3W	3	0	0
454	1072849926390829057	@EnriquePenalosa Cuando vea a los vecinos de los Rosales o El Nogal tomando todos los días Transmilenio (especialmente en hora pico), le creeré.	3	0	0
455	1056250428487282689	@RCNcartagena bloqueado el ingreso a el mall plaza, Pedro de Heredia bloqueada ningún policía de tránsito	3	0	0
457	1073542395940274177	#RCNRadio | Tres personas murieron en la última semana por puertas abiertas de TransmilenioEscuche la información en vivo. https://t.co/sfWLrHsWNa	3	0	0
460	1060668652201107459	Aunque no concuerdo con sus líneas editoriales, ninguna agresión es justificable. Esto ya es terrorismo sistemático. Nada tiene que ver con protestas sociales hacia el Estado. Y aunque haya vándalos camuflados entre las manifestaciones, tampoco debe generalizarse. https://t.co/dM82Xhgfp3	3	0	0
461	1055942149487935495	La imprudencia de esta ciclista está dando de que hablar en redes sociales. 🚴‍♀ Vea por qué y déjenos sus comentarios → https://t.co/GIe52i3Fh6	3	0	0
462	1047564350083485699	@TransMilenio @SeguridadBOG @PoliciaBogota @JGarciaG1 @Bogota @EnriquePenalosa @integracionbta @CulturaenBta @SectorMovilidad @idubogota Que sea un vendedor del origen que sea, no entiendo porque esta nota cargada de xenofobia, total todos somos seres humanos. Tambien deberian orientar a los trabajadores como tratan a las personas, esto es consecuencia de una mala educacion del trabajador al usiario.	3	0	0
463	1060494613449003008	Cuando vas en el sitp, y una señora se levanta a predicar del señor 🤦🤦🤦🤦	3	0	0
464	1074676629367083010	@7189GLR X nada Gatico 😽 yo anhelo estar, tan cálido y puro como un manantial, es lo q deseamos vivir cada día d nuestras vidas alegre y en paz, con el favor de Dios 😇	3	0	0
465	1061370722038235136	Me gusta el sonido de la lluvia.	3	0	0
