	id_tweet	created_at	user_name	text	clean	subsubcluster
6359	1067818447164329989	2018-11-28 11:32:11	BogotaTransito	📢#AEstaHora marcha de @fecode avanza por la calle 34 con carrera 16 hacia el oriente. Aforo aproximado de 500 personas. https://t.co/qVAtCeS1wu	   a hora marchar    avanzar callar     carrera     orientar   aforo aproximar      personar   	2
6360	1067819222418579456	2018-11-28 11:35:16	BogotaTransito	📢#Atentos: marcha Asonal Judicial avanza por la calle 19 con carrera 15 hacia el oriente. https://t.co/6pW9aJetpy	   atento   marchar asonal judicial avanzar callar     carrera     orientar   	2
7996	1073315246561996801	2018-12-13 15:34:30	BogotaTransito	📢#Atención: inició marcha de estudiantes de la @UNColombia, a la hora la marcha se encuentra en la calle 45 con carrera 27 hacia el oriente, mientras la cola aún se ubica sobre la Av. NQS.	   atención   iniciar marchar estudiante     a hora marchar callar     carrera     orientar   cola ubicar av   nqs	2
1124	1050018629134233600	2018-10-10 08:42:04	BogotaTransito	📢#Atención: estudiantes que venían marchando por la Cra. 13, se detienen en la Cl. 52 para realizar un plantón frente a la sede del @SENAComunica. Una vez retomen la movilización irán por la Cra. 13 hasta la Cl. 45, donde esperarán a otros manifestantes para continuar por Cra. 7 https://t.co/oXEalnfMWR	   atención   estudiante venir marchar cra       detener centilitro      plantón frente a sedar     retomar movilización ir cra      centilitro       esperar a manifestante continuar cra     	2
1132	1050032813154729984	2018-10-10 09:38:25	BogotaTransito	📢#AEstaHora estudiantes del @SENAComunica toman la calle 45 para continuar su recorrido por la carrera 7. https://t.co/0q70NV331O	   a hora estudiante    tomar callar     continuar recorrer carrera     	2
1143	1050049034386374657	2018-10-10 10:42:53	BogotaTransito	📢#Atención: estudiantes de la @UNColombia inician a esta hora manifestación por toda la carrera 30 con calle 45 hacia el sur. De acuerdo al recorrido pactado, tomarán la Av. NQS hasta la calle 19, donde irán hasta la Cra. 27 para continuar hacia el sur por esta vía. https://t.co/ZAKShJxj3f	   atención   estudiante    iniciar a hora manifestación carrera     callar     sur   recorrer pactar   tomar av   nqs callar      ir cra      continuar sur vía   	2
4932	1063055507127181312	2018-11-15 08:05:58	BogotaTransito	#AEstaHora se encuentran marchando por la KR 13 con CL 52.	  a hora encontrar marchar kr     centilitro    	2
4985	1063155335379251201	2018-11-15 14:42:39	BogotaTransito	RT @TransMilenio: #TMahora (2:29 pm) Por marchas ajenas a la operación, a esta hora tenemos afectación desde la Calle 63 hasta la Calle 85.…	     t mahora        pm   marchar ajeno a operación   a hora afectación callar     callar     	2
6012	1066743137538838528	2018-11-25 12:19:17	BogotaTransito	#Atención: A está hora se realiza cierre en la carrera 7 con calle 39  sentido sur-Norte por marcha en contra del maltrato a la mujer. https://t.co/Z6QbfZuQqP	  atención   a hora realizar cerrar carrera    callar      sentir sur norte marchar maltratar a mujer   	2
6416	1067891665602584576	2018-11-28 16:23:08	BogotaTransito	📢#Atención: las marchas en la ciudad han llegado a sus destinos. No se presentan bloqueos en las vías ni a @TransMilenio debido a marchas.	   atención   marchar ciudad llegar a destino   presentar bloqueo vía a    a marchar	2
7262	1070721739418685441	2018-12-06 11:48:50	BogotaTransito	📢#AEstaHora inicia movilización de estudiantes de la @udistrital en la carrera 7 con calle 40A, presentándose afectación en ambos sentidos de este corredor. https://t.co/v57IsyisvU	   a hora iniciar movilización estudiante    carrera    callar    a   presentándose afectación sentir corredor   	2
7263	1070723619230310401	2018-12-06 11:56:18	BogotaTransito	📢#AEstaHora estudiantes de la @comunidadUPN avanzan por la carrera 13 con calle 61 hacia el sur. El rastrillo de la movilización se encuentra en la carrera 11 con calle 64.	   a hora estudiante    avanzar carrera     callar     sur   rastrillar movilización carrera     callar    	2
7270	1070750089453428736	2018-12-06 13:41:29	BogotaTransito	📢#Atencion: marchas de la @UNColombia, @udistrital y @comunidadUPN se compactan en la Av. Caracas con calle 34, donde realizan bloqueos del carril mixto y exclusivo de @TransMilenio	   atencion   marchar       y    compactar av   caracas callar      realizar bloqueo carril mixto y exclusivo  	2
8010	1073339976388132871	2018-12-13 17:12:46	BogotaTransito	#AEstaHora estudiantes de la Universidad Nacional avanzan por la carrera 13 con calle 32 hacia el centro de la ciudad.	  a hora estudiante universidad nacional avanzar carrera     callar     centrar ciudad	2
1155	1050063357770981376	2018-10-10 11:39:48	RedapBogota	en este momento tenemos reportes de varias vías afectadas con marchas la calle 26 la carrera 30 la avenida Caracas la carrera séptima favor tomen sus desvíos	reporte vía afectar marchar callar     carrera     avenir caracas carrera séptimo favor tomar desvío	2
4955	1063089932384772097	2018-11-15 10:22:45	RedapBogota	Los participantes de la marcha sobre la Carrera 7 despejan la vía e ingresan al Parque Nacional. La vía queda habilitada en ambos sentidos.	participante marchar carrera    despejar vía e ingresar parque nacional   vía quedo habilitar sentir	2
5280	1064152165072191488	2018-11-18 08:43:41	RedapBogota	Rt Se solicita apoyo @transitopolicia en la cl 162 con kr 75 se encuentran bastantes vehiculos  estacionados a los costados de la vía impidiendo el paso de los buses @SectorMovilidad	solicitar apoyar    centilitro      kr     encontrar bastante vehiculos   estacionar a costar vía impedir pasar bus  	2
6376	1067838752918261761	2018-11-28 12:52:52	RedapBogota	Carrera 81 calle 69 a manifestantes rompen los vidrios del banco BBVA	carrera     callar     a manifestante romper vidrio banco bbva	2
6379	1067838891976208390	2018-11-28 12:53:25	RedapBogota	Disturbios Calle 80Disturbios en la Av 68 con Calle 80 entre estudiantes y grupo Antidisturbios quienes no permitieron el paso de los manifestantes hacia la Av 68	disturbio callar    disturbio av     callar     estudiante y grupo antidisturbios permitir pasar manifestante av   	2
1121	1050007903304904704	2018-10-10 07:59:27	RedapBogota	Inicia marcha SENA ChapineroA esta hora inicia el primer recorrido de estudiantes del SENA desde la calle 65 por toda la carrera 13 hacia el sur.	iniciar marchar sena chapineroa hora iniciar recorrer estudiante sena callar     carrera     sur	2
42	1046826438375161856	2018-10-01 13:17:26	BogotaTransito	🌧⛈ De acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en la localidad de:ChapineroTransite con precaución.imagen(https://t.co/DL3G4z6ehI) https://t.co/2KLoeE1zO1	    sistema alertar bogotá     reportar lluvia localidad chapinero transitar precaución imagen    	3
45	1046832544023556098	2018-10-01 13:41:42	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:ChapineroUsaquénSubaBarrios UnidosEngativaTransite con precaución.https://t.co/EvEUGPq1iQ https://t.co/0VeTCv4NRc	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad chapinero usaquén subir barrio unir engativa transitar precaución    	3
296	1047534282909147137	2018-10-03 12:10:09	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:BosaKennedy Transite con precaución.(https://t.co/DL3G4z6ehI) https://t.co/RLJgvUS4Rv	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad bosa kennedy transitar precaución     	3
300	1047545114380423168	2018-10-03 12:53:12	BogotaTransito	🌧⛈ De acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaEngativaFontibónBarrios Unidos Transite con precaución.(https://t.co/DL3G4z6ehI) https://t.co/pmlLc13zad	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir engativa fontibón barrio unir transitar precaución     	3
313	1047603451604217856	2018-10-03 16:45:01	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:TunjuelitoKennedyAntonio NariñoPuente ArandaLos Mártires Transite con precaución.https://t.co/DL3G4z6ehI https://t.co/QQEWTSWQR1	     sistema alertar bogotá     reportar lluvia siguiente localidad ciudad tunjuelito kennedy antonio nariño puente aranda mártir transitar precaución    	3
339	1047664055530532864	2018-10-03 20:45:50	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaFontibónEngativáKennedyBosa Transite con precaución.https://t.co/DL3G4z6ehI https://t.co/UNpJxvyiya	     sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir fontibón engativákennedy bosa transitar precaución    	3
990	1049700947889414144	2018-10-09 11:39:43	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:TeusaquilloPuente ArandaLos Mártires Transite con precaución.https://t.co/DL3G4z6ehI https://t.co/rt5bZzX8Go	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad teusaquillo puente aranda mártir transitar precaución    	3
1204	1050134073161723904	2018-10-10 16:20:48	BogotaTransito	🌧⛈  de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes  localidades  de la ciudad:Zona centroZona occidenteZona norteConduce con precauciónhttps://t.co/DL3G4z6ehI https://t.co/jphGfzlq1u	     sistema alertar bogotá     reportar lluvia siguiente   localidad   ciudad zona centrar zona occidente zona norte conducir    	3
1293	1050371309123903490	2018-10-11 08:03:29	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes zonas de la ciudad:NorteOccidentalConduce con precaución.https://t.co/DL3G4z6ehI https://t.co/5hr4IoEe1W	     sistema alertar bogotá     reportar lluvia siguiente zona ciudad norte occidental conducir precaución    	3
1636	1051538459809198080	2018-10-14 13:21:20	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad: Puente ArandaAntonio NariñoLos MártiresKennedy Transite con precauciónhttps://t.co/DL3G4z6ehI https://t.co/i69DMrFtWE	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad   puente aranda antonio nariño mártir kennedy transitar    	3
1654	1051653889278312450	2018-10-14 21:00:00	BogotaTransito	20:35 🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes  Localidades  de la ciudad:FontibónBarrios UnidosEngativaSubaChapineroUsaquénhttps://t.co/EvEUGPq1iQ https://t.co/vHtUNVTULe	           sistema alertar bogotá     reportar lluvia siguiente   localidad   ciudad fontibón barrio    	3
1681	1051931127617937408	2018-10-15 15:21:39	BogotaTransito	*REPORTE DE LLUVIAS*15:19 🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes  Localidades  de la ciudad:Barrios UnidosEngativaSubaRecuerda conducir con precauciónhttps://t.co/vxlPvEQsnB https://t.co/6UyTx86v1t	  reportar lluvia            sistema alertar bogotá     reportar lluvia siguiente   localidad   ciudad barrio unir engativa subir recordar conducir    	3
1684	1051946811185868805	2018-10-15 16:23:58	BogotaTransito	*REPORTE DE LLUVIAS*16:22 🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes  Localidades  de la ciudad:Antonio NariñoBarrios UnidosEngativaSubaRecuerda Conducir con precauciónhttps://t.co/vxlPvEQsnB https://t.co/yoAWPyJLPU	  reportar lluvia            sistema alertar bogotá     reportar lluvia siguiente   localidad   ciudad antonio nariño barrio unir engativa subir recordar conducir    	3
1689	1051957170340802561	2018-10-15 17:05:08	BogotaTransito	*REPORTE DE LLUVIAS*16:59 🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes  Localidades  de la ciudad:Antonio NariñoEngativaPuente  ArandaMártiresKennedyhttps://t.co/vxlPvEQsnB https://t.co/c6KWglolpC	  reportar lluvia            sistema alertar bogotá     reportar lluvia siguiente   localidad   ciudad antonio nariño engativa puente     	3
1757	1052288695368331264	2018-10-16 15:02:30	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:ChapineroSanta féMártiresBosaUsmeCiudad BolívarTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/QqaebIMdo6	     sistema alertar bogotá     reportar lluvia siguiente localidad ciudad chapinero santo fémártires bosa usme ciudad bolívar transitar precaución    	3
1897	1052673466267254788	2018-10-17 16:31:26	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:EngativáFontibónSubaTransite con precaución. https://t.co/rcvGTg0x1g	     sistema alertar bogotá     reportar lluvia siguiente localidad ciudad engativáfontibón subir transitar precaución   	3
2304	1054132917939683328	2018-10-21 17:10:47	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:Santa FeCandelariaSan CristóbalAntonio NariñoLos MártiresRafael Uribe Transite con precaución.	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad santo fe candelaria santo cristóbal antonio nariño mártir rafael uribe transitar precaución	3
2372	1054467349468925952	2018-10-22 15:19:41	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaUsaquénChapineroFontibónEngativáTeusaquilloTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/cilGvJsKcP	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir usaquén chapinero fontibón engativáteusaquillo transitar precaución    	3
2402	1054534916283752448	2018-10-22 19:48:11	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:FontibónEngativáBosaKennedyPuente Aranda Transite con precauciónhttps://t.co/DL3G4z6ehI https://t.co/fkDwAc0mW5	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad fontibón engativábosa kennedy puente aranda transitar    	3
2762	1055517280124260353	2018-10-25 12:51:44	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes zonas de la ciudad:Centro-orienteOccidenteConduce con precaución.(https://t.co/DL3G4z6ehI) https://t.co/6aYHUmZZDM	     sistema alertar bogotá     reportar lluvia siguiente zona ciudad centrar orientar occidente conducir precaución     	3
2778	1055582507180134401	2018-10-25 17:10:56	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:ChapineroSanta FeSubaCandelariaSan Cristóbal Transite con precaución. https://t.co/boQtqHByeE	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad chapinero santo fe subir candelaria santo cristóbal transitar precaución   	3
2902	1055911513448505344	2018-10-26 14:58:17	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaPuente ArandaFontibónEngativáTunjuelitoTransite con precaución. https://t.co/TmtxeSVzQT	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir puente aranda fontibón engativátunjuelito transitar precaución   	3
3039	1056696171668930562	2018-10-28 18:56:14	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaEngativaPuente ArandaAntonio NariñoSan CristóbalUsmeCiudad Bolívar https://t.co/fkBYoYQ5fR Transite con precaución. https://t.co/qyIjmjfkCs	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir engativa puente aranda antonio nariño santo cristóbal usme ciudad bolívar    transitar precaución   	3
3102	1056999206710398978	2018-10-29 15:00:23	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:EngativaChapineroTeusaquilloSan CristóbalBosa Transite con precaución.https://t.co/DL3G4z6ehI https://t.co/iW27GuejIP	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad engativa chapinero teusaquillo santo cristóbal bosa transitar precaución    	3
3924	1059907344337960961	2018-11-06 15:36:17	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:KennedyCiudad BolívarSan Cristóbal. Conduce con precaución.https://t.co/DL3G4z6ehI https://t.co/NfpoGFMfGM	     sistema alertar bogotá     reportar lluvia siguiente localidad ciudad kennedy ciudad bolívar santo cristóbal   conducir precaución    	3
4074	1060246859757875200	2018-11-07 14:05:24	BogotaTransito	De acuerdo al sistema de alerta de Bogotá IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:UsaquénSubaTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/yD2yfRFlzs	sistema alertar bogotá idiger   reportar lluvia siguiente localidad ciudad usaquén subir transitar precaución    	3
4844	1062838117671960576	2018-11-14 17:42:08	BogotaTransito	17:38 🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:UsaquénSubaEngativaKennedyCiudad BolívarRecuerda conduce con precaución. https://t.co/mC5GO3Xy3W	          sistema alertar bogotá     reportar lluvia siguiente localidad ciudad usaquén subir engativa kennedy ciudad bolívar recordar conducir precaución   	3
5180	1063595399544475648	2018-11-16 19:51:18	BogotaTransito	19:45  De acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaEngativaUsaquénBarrios UnidosRecuerda  conducir con precaución.https://t.co/5t0x2aJgpW https://t.co/pPNYpA4Hb9	        sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir engativa usaquén barrio unir recordar   conducir precaución    	3
5260	1063903497593212929	2018-11-17 16:15:34	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:TeusaquilloPuente ArandaChapineroCandelariaSanta feCiudad BolívarTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/8zWqAEF8cL	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad teusaquillo puente aranda chapinero candelaria santo fe ciudad bolívar transitar precaución    	3
5388	1064618689054601216	2018-11-19 15:37:29	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:Suba EngativáSantaféMártiresCandelariaTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/GQ0F5olV5o	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir engativásantafémártires candelaria transitar precaución    	3
5506	1064948231577178112	2018-11-20 13:26:58	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:Santa feCandelariahttps://t.co/DL3G4z6ehI https://t.co/RdUVaReDNa	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad santo    	3
5756	1065668479997628416	2018-11-22 13:08:59	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:Santa feChapineroCandelariaSan CristóbalBarrios EngativaUsmeRecuerde maneje con precaución.https://t.co/DL3G4z6ehI https://t.co/AXAMUmM5SW	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad santo fe chapinero candelaria santo cristóbal barrio engativa usme recordar manejar precaución    	3
5762	1065680787410956289	2018-11-22 13:57:53	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:NororienteNoroccidenteOccidenteRecuerde maneje con precaución.https://t.co/DL3G4z6ehI https://t.co/uwJok94GeE	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad nororiente noroccidente occidente recordar manejar precaución    	3
5776	1065717679368081408	2018-11-22 16:24:29	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:Santa feChapineroCandelariaUsmeRecuerde maneje con precaución.https://t.co/DL3G4z6ehI https://t.co/7L1O2pTstj	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad santo fe chapinero candelaria usme recordar manejar precaución    	3
5987	1066392521557843969	2018-11-24 13:06:04	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad: SubaFontibónEngativá Transite con precaución.	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad   subir fontibón engativá transitar precaución	3
6554	1068268742235312129	2018-11-29 17:21:30	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:Los Mártires Candelaria Santa FePuente ArandaKennedyAntonio NariñoTunjuelitoTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/rkTY91FKVN	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad mártir candelaria santo fe puente aranda kennedy antonio nariño tunjuelito transitar precaución    	3
6639	1068549812990152704	2018-11-30 11:58:22	BogotaTransito	🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes zonas de la ciudad:NororienteSurRecuerda que la lluvia puede restarle visibilidad. Conduce con precaución.https://t.co/DL3G4z6ehI https://t.co/zyXEDDEeFc	     sistema alertar bogotá     reportar lluvia siguiente zona ciudad nororiente sur recordar lluvia restarle visibilidad   conducir precaución    	3
7298	1070804690248630273	2018-12-06 17:18:27	BogotaTransito	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaEngativáTransite con precaución.https://t.co/DL3G4z6ehI https://t.co/M5MH2HdNgj	    sistema alertar bogotá     reportar lluvia siguiente localidad ciudad subir engativátransite precaución    	3
