	id_tweet	created_at	user_name	text	clean	cluster	subcluster
235	1051115362014642176	2018-10-13 09:20:05	Citytv	#AlgoBuenoParaElMundo El Buque Gloria, embajador flotante de Colombia e insignia de la Armada, abierto al público en Barranquilla hasta el lunes.  #OrgulloPatrio #TuMundoHOY https://t.co/7sAts1AiVa	  mundo buque gloria   embajador flotante colombia e insignia armar   abrir público barranquilla lunes     orgullo patrio   mundohoy  	0	4
238	1051585999913058314	2018-10-14 16:30:14	Citytv	El ‘10’ de los ‘bartenders’ del mundo es colombiano https://t.co/9cvSze2gnX https://t.co/P7Y3KGganI	        bartenders   mundo colombiano    	0	4
242	1052349814300692480	2018-10-16 19:05:22	Citytv	¿Relaciones con autos? ¿Comer tierra? Si cree que tiene alguna insólita adicción, tal vez no sea nada comparable con estos casos. Estamos #AlAire con #MiExtrañaAdicción, la serie que recopila los gustos y las rutinas más extravagantes del mundo.  Solo por @Citytv 😱. https://t.co/70mFxrN89b	  relacionar auto    comer tierra   creer insólito adicción   comparable caso     aire   extraño adicción   seriar recopilar gusto y rutina extravagante mundo          	0	4
247	1052391553241628673	2018-10-16 21:51:13	Citytv	#LoÚltimoEnLaCity Se presentó una pelea en la Cámara por la votación a porpósito de la moción de censura contra el @MinHacienda, Alberto Carrasquilla #TuMundoHoy	  loúltimo city presentar pelear cámara votación a porpósito moción censurar     alberto carrasquilla   mundo	0	4
254	1052422284588273665	2018-10-16 23:53:20	Citytv	#TuMundoHoy Aunque parecía que todo estaba dado para que la Cámara convocara a la votación de moción de censura contra el @MinHacienda, Alberto Carrasquilla, se presentó una pelea. Le contamos qué fue lo que pasó. https://t.co/d5yX6wMQBk	  mundo parecer cámara convocar a votación moción censurar     alberto carrasquilla   presentar pelear   contar pasar   	0	4
259	1052427067583811586	2018-10-17 00:12:20	Citytv	#TuMundoHoy La indisciplina de Dayro Moreno no es nueva ► Hace 13 años, el técnico de la Selección Sub-20, Eduardo Lara, lo retiró de la convocatoria por no llegar a tiempo debido a los efectos de las fiestas decembrinas. https://t.co/opBsmkSsed	  mundo indisciplinar dayro moreno        año   técnico selección sub      eduardo lara   retirar convocatorio llegar a a efecto fiesta decembrinas   	0	4
260	1052429121467363328	2018-10-17 00:20:30	Citytv	#QuéRicoElOcio ¿Enviaría caricias a través de su teléfono celular? 🤔 Le presentamos el 'dedo robótico', un dispositivo que fue creado para comunicar emociones de una manera particular. Véalo aquí en #TuMundoHoy https://t.co/sB1EOJFOyX	  quérico ocio   enviar caricia a teléfono celular     presentar   dedo robótico    dispositivo crear comunicar emocionar particular   véalo   mundo  	0	4
264	1052671108690915329	2018-10-17 16:22:04	Citytv	#SondeoCity #TuMundoHoy Ante los buenos resultados de la @FCFSeleccionCol en los partidos amistosos en los que Arturo Reyes ha sido el director técnico, ¿le gustaría que lo nombren en propiedad?	  sondear city   mundo resultar    partir amistoso arturo rey director técnico    gustar nombrar propiedad	0	4
265	1052676915465728000	2018-10-17 16:45:09	Citytv	Siete temas que no debe tratar en una entrevista de trabajo. (via BBC Mundo) &gt; https://t.co/KQ6UIs3mEX https://t.co/GydG1QTQp9	temer tratar entrevistar    via bbc mundo    gt     	0	4
266	1052696948870967296	2018-10-17 18:04:45	Citytv	¡Estamos #AlAire! Joe Kenda cuenta en primera persona cómo resolvió los casos de asesinatos más complicados. Pero no lo pudo haber logrado sin su equipo de detectives. Únase a #CazadorDeHomicidios, en @Citytv 🕵️‍♀️🕵️‍♂️ https://t.co/ur95pI528F	    aire   joe kenda personar resolver caso asesinato complicar   lograr equipar detective   únase a   cazador homicidio                 	0	4
267	1052710913680306177	2018-10-17 19:00:14	Citytv	¿Relaciones con autos? ¿Comer tierra? Si cree que tiene alguna insólita adicción, tal vez no sea nada comparable con estos casos. Estamos #AlAire con #MiExtrañaAdicción, la serie que recopila los gustos y las rutinas más extravagantes del mundo.  Solo por @Citytv 😱. https://t.co/gSo5MwPmOy	  relacionar auto    comer tierra   creer insólito adicción   comparable caso     aire   extraño adicción   seriar recopilar gusto y rutina extravagante mundo          	0	4
275	1052749734455205888	2018-10-17 21:34:30	Citytv	#TuMundoHoy El @ICACOLOMBIA declaró en cuarentena a todos los predios que tienen animales susceptibles de enfermarse por la fiebre aftosa en tres municipios del César, donde se detectó el segundo foco de esta fiebre en este año. https://t.co/aWPJ8XeOP3	  mundo    declarar cuarentena a predio animal susceptible enfermarse fiebre aftoso municipio césar   detectar foco fiebre año   	0	4
288	1052784786241150976	2018-10-17 23:53:47	Citytv	#TuMundoHoy ¡El @cucho1099 entró en la historia! El colombiano se convierte en el tercer jugador que marca doblete en su debut con la Selección Nacional. ¿Cuál es la curiosidad detrás de su verdadero apodo? https://t.co/lImr67FBlb	  mundo      entrar historia   colombiano convertir 3 jugador marcar doblete debut selección nacional    curiosidad apodar   	0	4
289	1052785961313157121	2018-10-17 23:58:27	Citytv	#QuéRicoElOcio @los50dejoselito lanzan un nuevo sencillo con el que demuestran que su música nunca pasará de moda #TuMundoHoy https://t.co/m8kibyZyx3	  quérico ocio    lanzar sencillo demostrar músico pasar moda   mundo  	0	4
294	1053077779443527680	2018-10-18 19:18:02	Citytv	Seguimos #AlAire en #MiExtrañaAdicción. Conozca todo tipo de historias insólitas a través de la serie que recopila los gustos y las rutinas más extravagantes del mundo 🤔🤔🤔 https://t.co/UubWUdvGBD	seguir   aire   extraño adicción   conocer tipo historia insólito a seriar recopilar gusto y rutina extravagante mundo      	0	4
295	1053090792347258881	2018-10-18 20:09:45	Citytv	¿Le gustan las mascotas? ¿Tiene planes para este fin de semana? Esta noche en #TuMundoHoy les tenemos una sorpresa para los que quieran  asistir a Expopet en @CorferiasBogota 🐶 🐱 participe en #QuéRicoElOcio https://t.co/ZuXB5XYug7	  gustar mascota    plan semana   noche   mundo sorpresa querer   asistir a expopet        participar   quérico ocio  	0	4
297	1053097797346623490	2018-10-18 20:37:35	Citytv	No se pierdan esta noche en #TuMundoHoy sobre la perdida millonaria de la Gobernación de Atlántico en deportes. Esta y más noticias a las 9:00 p.m. https://t.co/gJYlGn80lU	perder noche   mundo perdido millonario gobernación atlántico deporte   y noticiar a       página metro   	0	4
302	1053116482257854465	2018-10-18 21:51:49	Citytv	#QuéRicoElOcio Hoy inició una nueva versión de #Expopet, la feria dedicada a las mascotas. 🐕🐶🐱🐈 Para esta oportunidad, se pondrán 4 mil microchips, de forma gratuita, que permitirán la localización de los animales. Aproveche hasta el próximo 21 de octubre #TuMundoHoy https://t.co/9eWzGJPnu5	  quérico ocio iniciar versión   expopet   feriar dedicar a mascota        oportunidad   poner    mil microchips   formar gratuito   permitir localización animal   aprovechar     octubre   mundo  	0	4
304	1053130473013153792	2018-10-18 22:47:25	Citytv	#CityLeCuenta ► ¡Pilas! Falta 1 día para que venza el plazo para declarar renta en Colombia. La @DIANColombia reportó que, lo recaudado hasta el momento, es más de lo previsto. ¿En cuánto va la cifra? #TuMundoHoy https://t.co/MsCfwQNkey	  city     pilar   falto    vencer plazo declarar rentar colombia      reportar   recaudar   prever    cifrar    mundo  	0	4
309	1053138768063012864	2018-10-18 23:20:23	Citytv	"""""""¡Esta noche nos acompañaron @DanielCalderonn y Los Gigantes del Vallenato en #QuéRicoElOcio! 👏👏 Estrenan el video musical de su sencillo """"""""¿Qué pasó ayer?"""""""" y se lo presentamos en #TuMundoHoy https://t.co/QB3kVlvIyD"""""""	   noche acompañar    y gigante vallenato   quérico ocio      estrenar video musical sencillo     pasar     y presentar   mundo  	0	4
312	1053141680893894656	2018-10-18 23:31:57	Citytv	¡Qué Orgullo! Los miembros de la delegación colombiana que participaron en los juegos olímpicos de la juventud, realizado en Buenos Aires, ganaron para el país 5 medallas de oro, 4 de plata y 3 de bronce. #TuMundoHoy https://t.co/xWz1pmcRfU	  orgullo   miembro delegación colombiano participar juego olímpico juventud   aire   ganar país    medalla orar     plata y    bronce    mundo  	0	4
321	1053435668339310592	2018-10-19 19:00:09	Citytv	¡Estamos #AlAire en #MiExtrañaAdicción! Conozca todo tipo de historias insólitas a través de la serie que recopila los gustos y las rutinas más extravagantes del mundo 🤔🤔🤔 https://t.co/a05OmO7BpB	    aire   extraño adicción   conocer tipo historia insólito a seriar recopilar gusto y rutina extravagante mundo      	0	4
322	1053438469597548544	2018-10-19 19:11:17	Citytv	¿Sabe cómo recibieron a los medallistas colombianos que participaron en los Juegos Olímpicos de la Juventud @BuenosAires2018? No se puede perder las noticias deportivas en #TuMundoHoy a las 9:00 p.m. Informa @JJMiranda15 https://t.co/6xswn0nRok	  recibir a medallista colombiano participar juego olímpico juventud     perder noticiar deportivo   mundo a       página metro   informar    	0	4
325	1053474423603453952	2018-10-19 21:34:09	Citytv	26 políticos que sufrieron secuestro por las Farc se presentarán como víctimas ante la JEP #TuMundoHoy https://t.co/iZTuWCd9sU	    político sufrir secuestrar farc presentar víctima jep   mundo  	0	4
326	1053477733286756353	2018-10-19 21:47:18	Citytv	"""""""Los hermanos @juanmanuelgalan y @carlosfgalan hacen un nuevo intento para lograr la personería jurídica del Nuevo Liberalismo, el partido de su padre Luis Carlos Galán. """"""""La negativa anterior del Consejo Nacional Electoral fue porque se confundió"""""""". #TuMundoHoy https://t.co/poETJv8ROR"""""""	  hermano    y    lograr personería jurídico liberalismo   partir padre luis carlos galán     negativo consejo nacional electoral confundir      mundo  	0	4
327	1053480652669095937	2018-10-19 21:58:54	Citytv	El @DNP_Colombia 'tradujo' 50 documentos públicos de 22 entidades. La iniciativa ayudará a que los ciudadanos tengan acceso de manera más clara a la información sobre sus derechos en estas entidades #TuMundoHoy https://t.co/XyOErG5a30	   colombia   traducir      documento público     entidad   iniciativo ayudar a ciudadano tener acceso claro a información derecho entidad   mundo  	0	4
330	1053507867070881792	2018-10-19 23:47:03	Citytv	Los tecnicismos en comunicados de entidades del Estado generan gastos.  @DNP_Colombia 'tradujo' 50 documentos públicos de 22 entidades, iniciativa que ayudará a que los ciudadanos tengan acceso de manera más clara a la información #TuMundoHoy https://t.co/VhWT6g18Ik	tecnicismo comunicar entidad generar gasto      colombia   traducir      documento público     entidad   iniciativo ayudar a ciudadano tener acceso claro a información   mundo  	0	4
336	1054100044385865728	2018-10-21 15:00:09	Citytv	Niños desconectados, tendencia que crece en un mundo hiperdigital ► https://t.co/JSZqppyBXA	niño desconectar   tendencia crecer mundo hiperdigital    	0	4
339	1054201888265195520	2018-10-21 21:44:50	Citytv	#AlAire #MundoCurioso, con los hechos que más nos sorprendieron esta semana.  Conduce @NandaFLopez, en @citytv. https://t.co/1HJvBNbAab	  aire   mundo curioso   hecho sorprender semana    conducir         	0	4
341	1054428729294942208	2018-10-22 12:46:14	Citytv	#CityDeportes Selección Colombia sigue gira clasificatoria en Canadá en la Copa Mundo de Pista #CityNoticiasMD https://t.co/JmU1wuCsFH	  city deporte selección colombia girar clasificatorio canadá copar mundo pistar   city noticiasmd  	0	4
345	1054555965339648001	2018-10-22 21:11:49	Citytv	Prontas capturas anunció el ministro de Defensa, @GuillermoBotero, en el consejo de seguridad extraordinario en Cauca, luego de la asonada contra policías y militares en El Patía #TuMundoHoy https://t.co/B3EV5H02X8	pronto capturar anunciar ministro defensa      consejo seguridad extraordinario cauca   asonar policía y militar patía   mundo  	0	4
348	1054561109410230272	2018-10-22 21:32:15	Citytv	El Gobierno presentó #GeneraciónE, el programa que reemplazará #SerPiloPaga, con el que pretende brindar educación superior gratuita para personas de bajos recursos en instituciones públicas. #LasClaves #TuMundoHoy https://t.co/DxPW5lJ3tF	gobernar presentar   generacióne   programar reemplazar   pilar pagar   pretender brindar educación superior gratuito personar bajo recurso institución público    clave   mundo  	0	4
350	1054585497740292096	2018-10-22 23:09:10	Citytv	El Gobierno presentó #GeneraciónE, el programa que reemplazará #SerPiloPaga, con el que pretende brindar educación superior gratuita a personas de bajos recursos en instituciones públicas. Conozca aquí las #LasClaves de este proyecto⬇️ #TuMundoHoy https://t.co/KZbDGypU9D	gobernar presentar   generacióne   programar reemplazar   pilar pagar   pretender brindar educación superior gratuito a personar bajo recurso institución público   conocer   clave proyectar     mundo  	0	4
351	1054585892566896640	2018-10-22 23:10:44	Citytv	El Gobierno presentó #GeneraciónE, el programa que reemplazará #SerPiloPaga, con el que pretende brindar educación superior gratuita a personas de bajos recursos en instituciones públicas. Conozca aquí las #LasClaves de este proyecto⬇️(Parte II) #TuMundoHoy https://t.co/igtcMLe7ow	gobernar presentar   generacióne   programar reemplazar   pilar pagar   pretender brindar educación superior gratuito a personar bajo recurso institución público   conocer   clave proyectar    ii    mundo  	0	4
357	1054861843808821249	2018-10-23 17:27:16	Citytv	#SondeoCity #TuMundoHoy A propósito de que Odebrecht dice estar cerca de lograr un acuerdo con Colombia para pagar las multas por sobornos que hicieron para ganarse varios de los contratos, ¿debería Colombia seguirle dando contratos públicos a Odebrecht?	  sondear city   mundo a propósito odebrecht lograr colombia pagar multar soborno ganarse contrato    deber colombia seguirle dar contrato público a odebrecht	0	4
358	1054885217289359361	2018-10-23 19:00:09	Citytv	¿Conoce alguna adicción insólita 😱? De seguro no se compara con los gustos y rutinas extravagantes que observará en este nuevo capítulo de #MiExtrañaAdicción. Estamos #AlAire en @Citytv, #TuMundoAquí https://t.co/vvwtWAoYyS	  conocer adicción insólito     seguro comparar gusto y rutina extravagante observar capítulo   extraño adicción     aire      mundo  	0	4
359	1054886951860473856	2018-10-23 19:07:02	Citytv	RT @Citytv: #SondeoCity #TuMundoHoy A propósito de que Odebrecht dice estar cerca de lograr un acuerdo con Colombia para pagar las multas p…	     sondear city   mundo a propósito odebrecht lograr colombia pagar multar página	0	4
364	1054958612701941760	2018-10-23 23:51:48	Citytv	¡El #CircoDelSol está de nuevo en Colombia! Así se preparan sus integrantes para un espectáculo en el país #QuéRicoElOcio #TuMundoHoy https://t.co/X6sy1u5dkf	    circo sol colombia   preparar integrante espectáculo país   quérico ocio   mundo  	0	4
369	1055197939273031680	2018-10-24 15:42:48	Citytv	#SondeoCity #TuMundoHoy A propósito de la manifestación en Popayán para que sea liberado Takeshi, el perro que mordió a un niño y que lleva dos meses en Zoonosis Popayán, ¿qué hay que hacer con Takeshi? 🐕🐾 ►https://t.co/6XYNhPQkcG	  sondear city   mundo a propósito manifestación popayán liberar takeshi   perro morder a niño y mesar zoonosis popayán    takeshi       	0	4
373	1055281406178443271	2018-10-24 21:14:28	Citytv	RT @andresGgaitan: #TuMundoHoy Nuevo choque de trenes entre @FiscaliaCol y @JEP_Colombia.  El Fiscal General pide a @CConstitucional resolv…	     mundo chocar tren    y    colombia    fiscal pedir a    resolv	0	4
383	1055470229185277955	2018-10-25 09:44:46	Citytv	¡Estamos #AlAire en #DoctorCity! Las intervenciones cardiovasculares también se han visto beneficiadas por el método de cirugía robótica. ¿Cuáles son los principales defectos de estas? ¡Bienvenidos! https://t.co/ne5wjNjhcH	    aire   doctor city   intervención cardiovascular vestir beneficiar método cirugía robótico    principal defecto    bienvenido   	0	4
385	1055496770459983872	2018-10-25 11:30:14	Citytv	Soy Karina Rojas, mido un metro con 20 y el mundo no me quedó grande 💪💪  https://t.co/PaKNhaq9hR ¡No se puede perder esta nueva entrega de #CómoSalíDe! https://t.co/tMk6r0oZdn	karina rojo   medir metro     y mundo grande         perder entregar   salíde   	0	4
386	1055612022228959232	2018-10-25 19:08:13	Citytv	Esta noche a las 9:00 p.m. en #TuMundoHoy, no se pierdan las noticias deportivas más importantes con @JJMiranda15. Aquí un adelanto ⬇️ https://t.co/FMd5WAW470	noche a       página metro     mundo   perder noticiar deportivo importante     adelantar     	0	4
387	1055614561959768066	2018-10-25 19:18:18	Citytv	No se pierda en #TuMundoHoy los detalles de la cuarta sesión en la @JEP_Colombia con los testimonios de los políticos exsecuestrados por las Farc.  Emisión 9:00 p.m., por @Citytv. @LilyMontesR https://t.co/LgklarH7pa	perder   mundo detalle cuartar sesión    colombia testimonio político exsecuestrados farc    emisión       página metro          	0	4
405	1056237797659553792	2018-10-27 12:34:49	Citytv	El @MinTransporteCo aplazó por seis meses la instalación obligatoria de cintas reflectivas en los buses, colectivos y vehículos de carga. La escasez del material y la falta de información de instalación correcta fueron las causas  #CityNoticiasFDS https://t.co/X84R3vC09m	   aplazar mesar instalación obligatorio cintar reflectivas bus   colectivo y vehículo cargar   escasez material y falto información instalación correcto causar    city noticiasfds  	0	4
406	1056351783264628737	2018-10-27 20:07:45	Citytv	#AlAire #CityNoticiasFDS, con los principales hechos de Bogotá, Colombia y el mundo.  Presenta @vcastrogomez, en @Citytv. https://t.co/lsWHKOFP1P	  aire   city noticiasfds   principal hecho bogotá   colombia y mundo    presentar         	0	4
407	1056593545795125255	2018-10-28 12:08:26	Citytv	#AlAire #CityNoticiasFDS con los principales hechos de Bogotá, Colombia y el mundo.  Presenta @vcastrogomez, en @Citytv. https://t.co/paMRW6E1D1	  aire   city noticiasfds principal hecho bogotá   colombia y mundo    presentar         	0	4
408	1056602584159604736	2018-10-28 12:44:21	Citytv	Aquí los titulares de #CityNoticiasFDS las con las principales noticias de Bogotá, Colombia y el mundo. Presenta @vcastrogomez, en @Citytv. #PorTodaBogotá https://t.co/dpNsfIuw9y	titular   city noticiasfds principal noticiar bogotá   colombia y mundo   presentar          bogotá  	0	4
429	1057130165954863104	2018-10-29 23:40:46	Citytv	#TuMundoHoy Al alza cerró hoy la bolsa de São Paulo, así como las acciones de empresas brasileñas en Wall Street, tras el triunfo de @jairbolsonaro en la elección presidencial en Brasil. https://t.co/2TQ8VWa5DT	  mundo alzar cerrar bolsa segundo o paular   accionar empresa brasileño wall street   triunfar    elección presidencial brasil   	0	4
430	1057130762766573568	2018-10-29 23:43:09	Citytv	#TuMundoHoy Para algunos, esta es la nueva forma de mermelada y para otros es una garantía para el buen manejo de los recursos. ¿Qué fue lo que pasó en el segundo debate del proyecto de reforma política? https://t.co/8IVj5djDFt	  mundo   formar mermelada y garantir manejar recurso    pasar debatir proyectar reformar político   	0	4
439	1057395425093787648	2018-10-30 17:14:49	Citytv	#SondeoCity #TuMundoHoy ¿Está de acuerdo con el proyecto que plantea que las plataformas tecnológicas como @RappiColombia o @Uber_Col contribuyan con la seguridad social de sus colaboradores?	  sondear city   mundo   proyectar plantear plataforma tecnológico    o    col contribuir seguridad social colaborador	0	4
440	1057432447070158848	2018-10-30 19:41:56	Citytv	No se pierdan en #TuMundoHoy todos los detalles de las noticias deportivas más importantes del momento. Informa: @JJMiranda15 https://t.co/iBHs69Gj8M	perder   mundo detalle noticiar deportivo importante   informar     	0	4
445	1057480282658488321	2018-10-30 22:52:01	Citytv	#CityDeportes @TataCalde es la primera latinoamericana en conducir un carro de Formula 1. El día de hoy realizó las pruebas en el autódromo Hermanos Rodríguez, en México. #CityNoticias https://t.co/WY5MlPQB1k	  city deporte    latinoamericano conducir carro formular     prueba autódromo hermano rodríguez   méxico    city noticiar  	0	4
449	1057492797333426176	2018-10-30 23:41:44	Citytv	Equipos de rescate continúan buscando los restos de las personas que viajaban en el avión siniestrado este lunes en el mar de Java, en Indonesia.  El Ministerio de Transporte este país pidió a todas las aerolíneas inspeccionar los aviones Boeing 737 #TuMundoHoy https://t.co/bsUDdNJy70	equipo rescatar continuar buscar resto personar viajar avión siniestrado lunes mar javo   indonesio    ministerio transportar país pedir a aerolínea inspeccionar avión boeing       mundo  	0	4
455	1057618295397015552	2018-10-31 08:00:25	Citytv	Los doce videojuegos más bonitos del mundo ►https://t.co/5AuHdXBC9S https://t.co/ByZT5TNqDm	doce videojuego bonito mundo     	0	4
456	1057674872481107971	2018-10-31 11:45:14	Citytv	El misterio de los huesos hallados en una propiedad del Vaticano (vía: BBC Mundo) ►https://t.co/UU58zTqlP6 https://t.co/WVGPQVJuJV	misterio hueso hallar propiedad vaticano   vía   bbc mundo      	0	4
457	1057735252087635980	2018-10-31 15:45:10	Citytv	Compare la estatua más alta del mundo con otros monumentos ► https://t.co/zdchvfk2p8 https://t.co/8CdJMic0Md	comparar estatua alto mundo monumento      	0	4
458	1057747818583150594	2018-10-31 16:35:06	Citytv	¡Estamos #AlAire en #LosDelBarrio! Los saludamos desde San Nicolás, ubicado en la localidad de Suba, celebrando este día de Halloween con los vecinos del sector. 🎃🍬🍭👻 Acompáñenos en un recorrido junto a @NoriegaMarta, @LaBotero_ y @DonProspero_ en @Citytv ¡Bienvenidos! https://t.co/lLNQTV3Hec	    aire   barrio   saludar santo nicolás   ubicar localidad subir   celebrar halloween vecino sector        acompáñenos recorrer a        y         bienvenido   	0	4
460	1057769148976189441	2018-10-31 17:59:52	Citytv	► @RevistaMotor Le contamos en primicia todas las novedades que debutarán en el Salón de Bogotá 2018, la cita más importante del mundo automotor en Colombia. Presenta @mbechandia en #FueraDelEstudio https://t.co/sTdJuRdj0k	     contar primicia novedad debutar salón bogotá        citar importante mundo automotor colombia   presentar      estudiar  	0	4
462	1057819076649762816	2018-10-31 21:18:15	Citytv	El @CeDemocratico no logró sala especial para militares en la @JEP_Colombia, pero sí más magistrados. El @PoloDemocratico fue el único partido que no aceptó el acuerdo #TuMundoHoy https://t.co/oWiXY89ozM	   lograr salar especial militar    colombia   magistrado      único partir aceptar   mundo  	0	4
471	1057849014102773761	2018-10-31 23:17:13	Citytv	El @CeDemocratico no logró sala especial para militares en la @JEP_Colombia, pero sí más magistrados. El @PoloDemocratico fue el único partido que no aceptó el acuerdo. Aquí las reacciones⬇️ #TuMundoHoy https://t.co/Tb9vyMpc6b	   lograr salar especial militar    colombia   magistrado      único partir aceptar   reaccionar     mundo  	0	4
478	1057866597962964992	2018-11-01 00:27:05	Citytv	#SalYPimienta Los liberales preparan su 'NO' a la REFORMA A LA JUSTICIA #TuMundoHoy https://t.co/EXzj0CuDtw	  saly pimienta liberal preparar     a reformar a justicia   mundo  	0	4
481	1057882482123649025	2018-11-01 01:30:12	Citytv	#MensajeDirecto Soy mamá, tengo una esposa y una hija; este es el mundo que amo ►https://t.co/QhzZHX929i https://t.co/3hVcwLdNqm	  mensaje directo mamá   esposo y hijo   mundo amar     	0	4
485	1058180375774744578	2018-11-01 21:13:56	Citytv	#TuMundoHoy Aunque el viceministro de Hacienda dijo que el proyecto de ley de financiamiento sometido a consideración del Congreso no impacta el bolsillo de los colombianos, los gremios aseguran que es todo lo contrario. https://t.co/5guqt9rFxQ	  mundo viceministro hacendar proyectar ley financiamiento someter a consideración congreso impactar bolsillo colombiano   gremio asegurar contrario   	0	4
489	1058186336061063168	2018-11-01 21:37:37	Citytv	#TuMundoHoy Por 1 voto no fue aprobada la eliminación del Consejo Superior de la Judicatura, propuesta dentro de la reforma a la justicia. El voto faltó por el ausentismo de los senadores. https://t.co/MNU2KYTALo	  mundo    votar aprobar eliminación consejo superior judicatura   proponer reformar a justicia   votar faltar ausentismo senador   	0	4
493	1058207183287005184	2018-11-01 23:00:27	Citytv	► Joseph Luna nos cuenta en entrevista con @claudiapalacios, en #MejorHablemos, cómo el papel de la familia es tan relevante antes de entrar en el mundo de las drogas y durante el proceso. https://t.co/nZ9j05rh0b	   joseph luna entrevistar       hablar   papel familia relevante entrar mundo drogar y procesar   	0	4
501	1058220585098993665	2018-11-01 23:53:42	Citytv	#QuéRicoElOcio ¡@tigresdelnorte, más vigentes que nunca! Visitarán Pacho, La Plata y Villanueva. ¿Quiere ir a verlos? #TuMundoHoy https://t.co/G9KDJtAq1f	  quérico ocio      vigente   visitar pacho   plata y villanueva    a verlos    mundo  	0	4
505	1058444726230228992	2018-11-02 14:44:22	Citytv	¿Quiere asistir al show #NochesDeTango, en el @TeatroCafam (Hoy 8:00 p.m.)? RETO: ►Suba un video mostrando su mejor paso.►Publíquelo utilizando los hashtag #TuMundoHoy #QuéRicoElOcio OBSEQUIO entrada doble.  ¡A participar! https://t.co/bgnG0iL02q	  asistir show   noche tango             página metro     retar    subir video mostrar pasar   publíquelo utilizar hashtag   mundo   quérico ocio obsequiar entrar doblar     a participar   	0	4
507	1058487354112073728	2018-11-02 17:33:45	Citytv	¡Estamos #AlAire en #FueraDelEstudio! Recorra la sala de redacción de @ELTIEMPO, junto a @mbechandia para conocer los principales temas de Bogotá, Colombia y el mundo. https://t.co/Y5Hzbs98Rd	    aire   estudiar   recorrer salar redacción     a    principal temer bogotá   colombia y mundo   	0	4
508	1058488570527256576	2018-11-02 17:38:35	Citytv	RT @osoriosantiago: Esta noche @claudiapalacios y yo les estaremos contando en #TuMundoHoy  cuántos venezolanos han ingresado a nuestro paí…	    noche    y estar contar   mundo   venezolano ingresar a paí	0	4
509	1058497511785144320	2018-11-02 18:14:07	Citytv	¿Cambios en las reglas del fútbol? Espere esta y más noticias en nuestra sección de deportes de #TuMundoHoy.Presenta: @JJMiranda15 https://t.co/QOmBY6Gr43	  cambio reglar fútbol   esperar y noticiar sección deporte   mundo presentar     	0	4
516	1058568288735817728	2018-11-02 22:55:21	Citytv	#Primicia ► El general (r) José Jaime Uscátegui, quien fue admitido en la @JEP_Colombia en 2017, habló en #TuMundoHoy sobre los cambios pactados en el Congreso para el juzgamiento de militares en ese alto tribunal. https://t.co/q0WtlM6D4v	  primicia      r   josé jaime uscátegui   admitir    colombia        hablar   mundo cambio pactar congreso juzgamiento militar alto tribunal   	0	4
518	1058571394492104704	2018-11-02 23:07:42	Citytv	#TuMundoHoy El @invimacolombia fue condenado por el Tribunal Administrativo de Cundinamarca por fallas en los implantes mamarios que fueron suspendidos en el 2010. https://t.co/ah5IEfdP1e	  mundo    condenar tribunal administrativo cundinamarca fallo implante mamario suspender        	0	4
520	1058573254774939648	2018-11-02 23:15:05	Citytv	#CityLeCuenta ► Aumentar el acceso al crédito hipotecario es el principal objetivo de la nueva ley de vivienda que el Gobierno presentó hoy ante el Congreso. Vea en #TuMundoHoy los detalles. https://t.co/hKc0RZkkxc	  city    aumentar acceso crédito hipotecario principal objetivar ley vivienda gobernar presentar congreso   ver   mundo detalle   	0	4
523	1058580127859269633	2018-11-02 23:42:24	Citytv	#TuMundoHoy El trino de @AlvaroUribeVel en contra del aumento del IVA enterró la posibilidad de cualquier apoyo al proyecto del Gobierno. ¿Qué significa esto? https://t.co/dkcbCNxz4k	  mundo trinar    aumentar iva enterrar posibilidad apoyar proyectar gobernar    significar   	0	4
526	1058583689104449536	2018-11-02 23:56:33	Citytv	#QuéRicoElOcio ¡Bienvenida a Colombia, @Shakira! La costa se paralizó por la visita de la artista barranquillera. Mañana será su concierto en Bogotá. #TuMundoHoy https://t.co/FD3oZFWzJq	  quérico ocio   bienvenido a colombia      costa paralizar visitar artista barranquillera   mañana concertar bogotá    mundo  	0	4
528	1058586023985340417	2018-11-03 00:05:50	Citytv	#CityLeCuenta ► Tres reglas importantes del fútbol cambiarán, esto para que los árbitros tengan mayores elementos para decidir sobre ellas. En #TuMundoHoy le contamos cuáles son ⬇️ https://t.co/xG5AMQbOa6	  city    reglar importante fútbol cambiar   árbitro tener mayor elemento decidir     mundo contar     	0	4
530	1058765913556705280	2018-11-03 12:00:39	Citytv	Bienvenidos a la emisión de #CityNoticiasFS del medio día, conozca los temas más importantes de la capital del país. Solo por @Citytv, #TuMundoAquí https://t.co/zr81RPjPoY	bienvenido a emisión   city noticiasfs   conocer temer importante capital país        mundo  	0	4
533	1059128318694428672	2018-11-04 12:00:43	Citytv	Bienvenidos a la emisión de #CityNoticiasFS del medio día, conozca los temas más importantes de la capital del país. Solo por @Citytv, #TuMundoAquí https://t.co/3X9NAgHsZN	bienvenido a emisión   city noticiasfs   conocer temer importante capital país        mundo  	0	4
