	id_tweet	created_at	user_name	text	clean	subsubcluster
8988	1077256164314939392	2018-12-24 12:34:18	RedapBogota	RT @PoliciaBogota: Agradecimiento de ciudadanos que gracias a la inmediatez de nuestros Policías de @TransMilenio, capturaron y recuperaron…	    agradecimiento ciudadano gracia a inmediatez policía     capturar y recuperar	-1
9158	1078420091396603906	2018-12-27 17:39:20	RedapBogota	@esrobado 1:00 pm  robaron frente a colpensiones moto NKD 125 color rojo mate placa MFQ88E Cel 3202665898 27Dic18 #esrobado	        pm   robar frente a colpensiones moto nkd      color rojo matar placa mfq   e cel               dic     esrobado	-1
9383	1079764200308789248	2018-12-31 10:40:21	RedapBogota	@esrobado  moto PULSAR 135 NEGRA CON LINEAS ROJAS PLACAS OMI60A halada en caqueza inf: 3213901757 31Dic18 #esrobado https://t.co/dwebZZLEXG	    moto pulsar      negro linear rojo placa omi   a halar caqueza inf                dic     esrobado  	-1
4255	1060654853591052289	2018-11-08 17:06:37	RedapBogota	Actos de vandalismo en Torre Colpatria. Se activan protocolos de repliegue y custodia de puertas	acto vandalismo torrar colpatria   activar protocolo replegar y custodio puerta	-1
5125	1063448503798640640	2018-11-16 10:07:35	RedapBogota	Se lanzó una persona desde el edificio davivienda al pie de cámara de comercio de la 26	lanzar personar edificio davivienda pie cámara comerciar   	-1
3749	1058752084177289216	2018-11-03 11:05:42	RedapBogota	Evacuación en este momento en construcción al lado de la entrada al  arco de corferias, se está presentando al parecer un escape de algún gas	evacuación construcción entrar   arco corferias   presentar parecer escapar gas	-1
4761	1062670195053989888	2018-11-14 06:34:52	RedapBogota	algunos vuelos han sido desviados a aeropuertos alternos, otros presentan demoras en sus itinerarios. Una vez mejoren las condiciones meteorológicas se irán recuperando las operaciones paulatinamente. Invitamos a los viajeros a mantenerse en contacto con las aerolíneas.	vuelo desviar a aeropuerto alterno   presentar demorar itinerario   mejorar condicionar meteorológico ir recuperar operación paulatinamente   invitar a viajero a mantenerse contactar aerolínea	-1
5330	1064479254304514049	2018-11-19 06:23:25	RedapBogota	RT @Alejosu78: @TranconCll13 hoy inicio la restricción a camiones desde las 6 am, y perjudicó a los que madruga amos para huirle al trancon…	      iniciar restricción a camión    am   y perjudicar a madrugar amo huirle trancon	-1
7250	1070703624274276352	2018-12-06 10:36:51	RedapBogota	RT @CaracolRadio: #CaracolEsMás | Alístese para la ciclovía nocturna en Bogotá&gt;&gt;&gt; https://t.co/nswiY22lGv https://t.co/qf1m53lijj	     caracol esmás    alístese ciclovía nocturno bogotá gt   gt   gt     	-1
7805	1072815950297268225	2018-12-12 06:30:29	RedapBogota	informacion de protestas por parte de los habitantes de corabastos que se podría presentar sobre las 07 am al momento esta sin novedad	informacion protestar habitante corabastos presentar     am novedad	-1
5880	1065978494641950721	2018-11-23 09:40:52	RedapBogota	"""""""Bajé la aplicación de nuestra página https://t.co/SUe1A9Gmpz seccion """"""""contactenos"""""""" y escuché la emisora Notired-Radio. todos los días entre las 6 y las 9 de la mañana emitimos *Notired:* """"""""el informativo"""""""", con la más completa información del tráfico y novedades"""""""	  bajar aplicación página    seccion    contactenos    y escuchar emisor notired radiar      y    mañana emitir   notired      informativo     completo información tráfico y novedad	-1
